customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-00589,Male,1,Yes,No,56,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.67,3453.18,No
CUS-00590,Male,0,Yes,Yes,69,Yes,No,DSL,No internet service,No,One year,Yes,Electronic check,44.85,6369.91,No
CUS-00591,Female,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,107.31,2202.26,Yes
CUS-00592,Male,0,No,No,18,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,52.27,6013.5,No
CUS-00593,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Credit card,38.67,4236.15,No
CUS-00594,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,60.44,7616.85,No
CUS-00595,Female,0,No,No,64,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,42.0,2016.87,Yes
CUS-00596,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,63.93,3887.25,No
CUS-00597,Male,0,Yes,Yes,25,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,26.96,847.58,No
CUS-00598,Female,0,No,No,43,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,62.18,2894.28,No
CUS-00599,Female,1,No,No,11,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,92.6,4368.05,Yes
CUS-00600,Male,0,No,No,21,No,Yes,No,No,No,One year,Yes,Electronic check,46.51,6306.38,Yes
CUS-00601,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,117.41,1717.9,No
CUS-00602,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,36.66,1889.67,No
CUS-00603,Female,1,Yes,Yes,43,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,52.68,5438.2,Yes
CUS-00604,Male,0,No,No,37,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.69,3300.25,No
CUS-00605,Male,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,No,Credit card,103.19,4155.34,Yes
CUS-00606,Male,0,Yes,Yes,41,Yes,No,No,Yes,Yes,Two year,No,Electronic check,61.91,7193.71,No
CUS-00607,Female,0,Yes,No,51,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,92.3,4301.13,No
CUS-00608,Female,0,No,No,62,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Credit card,19.52,5617.75,Yes
CUS-00609,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,20.58,5654.44,Yes
CUS-00610,Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,21.83,6914.6,Yes
CUS-00611,Female,0,Yes,No,38,No,No phone service,No,No,No,Month-to-month,Yes,Credit card,20.34,5494.51,Yes
CUS-00612,Female,0,Yes,Yes,40,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.65,574.2,Yes
CUS-00613,Female,0,No,No,36,Yes,No phone service,No,No,Yes,Month-to-month,No,Credit card,78.19,2954.53,No
CUS-00614,Female,0,Yes,No,64,Yes,No phone service,DSL,No internet service,No,One year,Yes,Credit card,97.83,8508.31,No
CUS-00615,Male,0,No,No,31,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,75.33,1704.45,No
CUS-00616,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Two year,No,Mailed check,26.21,5053.31,No
CUS-00617,Female,0,Yes,No,17,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.07,7252.12,No
CUS-00618,Male,1,No,No,44,No,No,DSL,No internet service,No,Month-to-month,No,Electronic check,73.85,5051.85,No
CUS-00619,Male,0,No,No,32,Yes,No,No,Yes,Yes,One year,Yes,Credit card,49.94,3212.82,Yes
CUS-00620,Female,0,Yes,No,4,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,35.86,706.52,Yes
CUS-00621,Female,0,No,No,35,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.18,3121.81,Yes
CUS-00622,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,67.97,1580.5,No
CUS-00623,Female,0,No,No,39,Yes,No,DSL,Yes,No,Two year,Yes,Credit card,102.96,8264.12,Yes
CUS-00624,Male,0,No,No,4,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Mailed check,28.17,6154.4,No
CUS-00625,Female,1,Yes,Yes,33,Yes,No,DSL,No internet service,No,One year,Yes,Bank transfer,28.71,6449.21,No
CUS-00626,Male,0,No,No,23,No,Yes,DSL,Yes,No internet service,One year,No,Bank transfer,45.72,3759.49,No
CUS-00627,Female,0,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,Yes,Two year,No,Credit card,56.38,961.72,No
CUS-00628,Male,0,No,No,70,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,118.29,2306.96,No
CUS-00629,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,72.48,2246.84,No
CUS-00630,Male,1,No,No,14,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,101.63,4195.54,Yes
CUS-00631,Female,0,No,Yes,14,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,40.77,3974.13,Yes
CUS-00632,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,One year,No,Mailed check,109.91,3737.51,No
CUS-00633,Male,1,No,No,52,Yes,No phone service,DSL,No internet service,No internet service,One year,Yes,Electronic check,93.13,4274.48,No
CUS-00634,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,One year,No,Mailed check,51.76,8488.63,No
CUS-00635,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,94.19,2578.47,No
CUS-00636,Male,0,No,Yes,31,Yes,Yes,DSL,No internet service,Yes,One year,No,Electronic check,107.54,5298.24,No
CUS-00637,Male,0,No,Yes,20,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,54.31,2073.46,Yes
CUS-00638,Female,0,No,No,67,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,101.99,4022.41,No
CUS-00639,Female,0,No,No,43,Yes,No,DSL,Yes,Yes,One year,Yes,Credit card,62.96,1734.82,No
CUS-00640,Female,1,Yes,No,65,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Bank transfer,93.28,4808.41,No
CUS-00641,Female,0,Yes,No,13,No,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,47.73,2292.33,Yes
CUS-00642,Female,0,Yes,Yes,14,Yes,No phone service,No,No,No,Month-to-month,Yes,Electronic check,87.77,333.72,No
CUS-00643,Male,0,Yes,No,19,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Credit card,106.49,7014.66,No
CUS-00644,Female,0,No,Yes,33,Yes,No,DSL,No,No internet service,Two year,Yes,Mailed check,66.44,1118.69,Yes
CUS-00645,Male,0,No,Yes,35,Yes,No phone service,No,No internet service,No internet service,One year,No,Mailed check,96.63,3176.51,No
CUS-00646,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card,74.24,4113.14,Yes
CUS-00647,Male,0,No,No,70,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,103.76,3729.54,No
CUS-00648,Female,0,No,No,29,Yes,No phone service,No,No,Yes,One year,Yes,Electronic check,41.95,6245.66,Yes
CUS-00649,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,20.36,5139.54,No
CUS-00650,Male,1,Yes,No,34,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,85.69,2552.88,No
CUS-00651,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,96.49,461.72,No
CUS-00652,Male,0,No,Yes,45,No,Yes,DSL,Yes,No internet service,One year,Yes,Credit card,25.93,6605.5,No
CUS-00653,Male,0,No,Yes,55,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,84.52,3043.39,Yes
CUS-00654,Female,0,No,No,8,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,39.25,7653.62,No
CUS-00655,Male,0,No,No,35,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Bank transfer,117.97,3408.38,No
CUS-00656,Male,0,No,Yes,2,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.07,6176.95,Yes
CUS-00657,Male,0,No,Yes,18,Yes,No,DSL,No internet service,Yes,Two year,Yes,Electronic check,33.62,,No
CUS-00658,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Credit card,65.98,5606.19,No
CUS-00659,Female,0,Yes,No,22,Yes,No,DSL,No internet service,Yes,One year,Yes,Credit card,97.55,,No
CUS-00660,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,70.7,4887.42,No
CUS-00661,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,116.85,4681.85,No
CUS-00662,Male,0,No,No,45,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,61.69,5036.93,Yes
CUS-00663,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,107.58,1278.01,No
CUS-00664,Male,1,Yes,No,66,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,27.33,6012.61,No
CUS-00665,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,73.45,1262.76,Yes
CUS-00666,Female,0,Yes,No,50,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,118.52,143.44,No
CUS-00667,Female,0,No,Yes,7,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.54,5379.86,No
CUS-00668,Male,0,Yes,No,68,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Electronic check,33.54,1021.35,No
CUS-00669,Male,0,No,No,61,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Credit card,84.72,6629.67,Yes
CUS-00670,Male,1,Yes,No,50,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Bank transfer,60.96,7449.72,No
CUS-00671,Female,0,No,No,62,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,No,Credit card,89.12,8125.73,No
CUS-00672,Female,0,Yes,Yes,67,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,53.49,5720.54,No
CUS-00673,Female,1,No,No,15,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,67.93,4154.65,Yes
CUS-00674,Female,1,No,Yes,23,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Credit card,39.93,3041.28,No
CUS-00675,Male,0,No,No,5,Yes,No phone service,DSL,No,No internet service,Two year,No,Credit card,34.26,4231.12,No
CUS-00676,Female,0,Yes,Yes,56,Yes,No phone service,Fiber optic,No internet service,Yes,One year,No,Credit card,48.15,1651.6,No
CUS-00677,Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer,96.36,3008.16,No
CUS-00678,Female,1,Yes,Yes,5,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,98.13,6179.28,Yes
CUS-00679,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,72.9,1883.92,No
CUS-00680,Female,1,No,No,66,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,36.86,2284.22,No
CUS-00681,Male,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,One year,Yes,Electronic check,99.72,6448.74,No
CUS-00682,Male,0,Yes,No,27,Yes,No phone service,No,No internet service,No internet service,One year,Yes,Bank transfer,105.56,1544.19,No
CUS-00683,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,28.34,2128.21,Yes
CUS-00684,Male,0,No,Yes,9,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Mailed check,59.84,168.59,No
CUS-00685,Female,1,Yes,No,32,Yes,No phone service,DSL,No,Yes,One year,Yes,Mailed check,73.65,6197.48,No
CUS-00686,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,99.4,5320.85,No
CUS-00687,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer,81.85,5977.22,No
CUS-00688,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,59.62,1857.36,No
CUS-00689,Female,0,No,Yes,56,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,64.82,5917.06,Yes
CUS-00690,Female,0,No,Yes,43,Yes,No,Fiber optic,No internet service,No,One year,Yes,Bank transfer,61.33,5136.1,Yes
CUS-00691,Female,1,Yes,Yes,12,Yes,Yes,DSL,Yes,No internet service,Two year,No,Mailed check,30.81,3160.07,Yes
CUS-00692,Male,0,Yes,Yes,23,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Mailed check,97.39,3775.42,Yes
CUS-00693,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,24.48,4891.89,Yes
CUS-00694,Female,0,Yes,Yes,56,Yes,No phone service,DSL,Yes,No internet service,One year,No,Bank transfer,87.29,4251.43,No
CUS-00695,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,33.46,5526.17,No
CUS-00696,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,60.34,1571.17,No
CUS-00697,Female,1,Yes,Yes,50,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Mailed check,30.23,4658.37,No
CUS-00698,Female,0,Yes,Yes,20,Yes,No,No,No,No,Month-to-month,Yes,Credit card,77.72,3882.3,No
CUS-00699,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No internet service,One year,No,Electronic check,109.03,3974.48,Yes
CUS-00700,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,79.49,4046.24,No
CUS-00701,Female,0,No,No,20,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Mailed check,57.7,7582.79,No
CUS-00702,Male,0,Yes,No,5,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.73,7043.46,Yes
CUS-00703,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No internet service,Two year,Yes,Mailed check,47.95,5420.97,Yes
CUS-00704,Male,0,Yes,Yes,57,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,43.85,6166.89,Yes
CUS-00705,Male,0,No,No,5,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,90.24,385.33,Yes
CUS-00706,Female,0,No,No,64,Yes,Yes,DSL,Yes,Yes,One year,No,Electronic check,114.64,6402.94,No
CUS-00707,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,96.62,4190.27,No
CUS-00708,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card,56.98,2744.91,No
CUS-00709,Female,0,No,Yes,2,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,45.8,1217.57,Yes
CUS-00710,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,64.82,663.44,No
CUS-00711,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,One year,No,Credit card,92.82,403.21,Yes
CUS-00712,Male,0,No,No,5,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,46.33,1406.53,Yes
CUS-00713,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card,102.77,276.69,Yes
CUS-00714,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,No internet service,One year,Yes,Credit card,82.28,6305.54,No
CUS-00715,Female,0,No,No,19,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,66.79,,Yes
CUS-00716,Male,1,No,No,20,Yes,No phone service,No,Yes,No internet service,Month-to-month,Yes,Credit card,27.12,3182.53,No
CUS-00717,Female,0,No,Yes,1,No,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,60.47,7078.55,Yes
CUS-00718,Female,0,No,No,55,Yes,Yes,DSL,Yes,No internet service,One year,No,Electronic check,42.2,1001.99,Yes
CUS-00719,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,69.42,7189.07,Yes
CUS-00720,Female,0,Yes,No,69,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,84.05,5506.54,Yes
CUS-00721,Male,0,No,No,22,Yes,Yes,DSL,No,No internet service,One year,Yes,Credit card,50.13,2953.3,No
CUS-00722,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,100.1,1029.02,No
CUS-00723,Male,0,Yes,No,36,No,No phone service,No,No internet service,No,Two year,Yes,Credit card,105.59,803.19,Yes
CUS-00724,Male,0,No,Yes,54,No,Yes,Fiber optic,No,No,One year,Yes,Mailed check,41.83,2897.38,No
CUS-00725,Male,0,No,No,48,Yes,No,DSL,Yes,Yes,One year,No,Mailed check,20.81,1222.41,Yes
CUS-00726,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,35.32,2315.49,No
CUS-00727,Male,1,No,No,43,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Credit card,63.81,472.47,No
CUS-00728,Male,0,Yes,Yes,21,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Credit card,85.93,5124.36,No
CUS-00729,Female,0,Yes,No,30,Yes,No phone service,No,No,No,Month-to-month,Yes,Bank transfer,78.26,1264.76,No
CUS-00730,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,One year,No,Bank transfer,76.86,6512.28,No
CUS-00731,Male,1,No,No,20,Yes,No phone service,No,No,No internet service,One year,Yes,Electronic check,41.35,1890.38,No
CUS-00732,Male,0,Yes,Yes,15,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,34.21,6866.24,No
CUS-00733,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Mailed check,21.6,1647.57,No
CUS-00734,Female,0,No,No,42,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,61.52,6208.77,No
CUS-00735,Male,0,No,No,43,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,48.43,2876.45,No
CUS-00736,Female,1,No,Yes,46,Yes,No phone service,No,Yes,No internet service,Month-to-month,Yes,Credit card,73.38,5022.34,No
CUS-00737,Male,0,No,No,18,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Credit card,78.83,349.8,Yes
CUS-00738,Male,1,No,No,47,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,47.09,4268.19,No
CUS-00739,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,73.87,1294.04,No
CUS-00740,Male,1,Yes,No,10,No,No phone service,No,Yes,Yes,One year,Yes,Electronic check,79.47,4191.6,No
CUS-00741,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,106.88,1231.14,Yes
CUS-00742,Female,1,No,Yes,44,Yes,No,No,No,Yes,One year,Yes,Mailed check,32.79,3769.1,No
CUS-00743,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,56.78,967.35,No
CUS-00744,Male,0,Yes,No,35,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,50.1,1905.62,Yes
CUS-00745,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,43.74,5124.97,No
CUS-00746,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,60.96,8399.7,No
CUS-00747,Male,0,Yes,Yes,43,No,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,113.19,3872.9,Yes
CUS-00748,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No internet service,One year,No,Electronic check,103.16,5915.32,No
CUS-00749,Female,0,Yes,No,39,Yes,No,DSL,No internet service,No,Two year,No,Credit card,70.76,4647.34,No
CUS-00750,Female,0,Yes,No,13,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58.32,4294.91,No
CUS-00751,Male,1,No,No,62,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,61.62,573.29,No
CUS-00752,Female,0,No,Yes,50,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,43.52,1256.36,No
CUS-00753,Female,0,No,Yes,57,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Bank transfer,84.43,7596.4,No
CUS-00754,Female,0,No,No,14,No,No,Fiber optic,No,No,Month-to-month,No,Electronic check,44.68,3538.03,No
CUS-00755,Female,1,Yes,No,64,Yes,Yes,DSL,No internet service,No,One year,No,Credit card,29.24,5290.2,No
CUS-00756,Female,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Mailed check,50.42,4551.3,No
CUS-00757,Male,1,No,No,9,Yes,Yes,DSL,Yes,No,Month-to-month,No,Credit card,67.2,3269.57,Yes
CUS-00758,Male,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,91.56,3346.24,No
CUS-00759,Male,0,No,No,10,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Credit card,67.22,4785.0,Yes
CUS-00760,Female,0,No,No,15,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,21.51,1229.28,No
CUS-00761,Female,0,Yes,Yes,18,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,89.14,3341.46,No
CUS-00762,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,96.18,3853.94,No
CUS-00763,Female,1,No,No,52,Yes,No,DSL,No,No,Month-to-month,No,Credit card,28.41,8472.35,No
CUS-00764,Male,1,Yes,No,7,Yes,No,No,No,No internet service,One year,Yes,Credit card,90.84,3034.18,No
CUS-00765,Male,0,Yes,Yes,23,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Mailed check,84.34,5549.78,Yes
CUS-00766,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,No,One year,Yes,Electronic check,57.41,1197.3,No
CUS-00767,Female,0,No,No,47,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Mailed check,98.43,579.96,No
CUS-00768,Female,0,No,Yes,29,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Mailed check,89.77,7497.57,No
CUS-00769,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Credit card,75.49,6289.17,Yes
CUS-00770,Male,0,No,Yes,54,Yes,Yes,DSL,Yes,No internet service,One year,Yes,Mailed check,95.03,2742.78,No
CUS-00771,Male,0,No,No,61,Yes,No,Fiber optic,No internet service,No internet service,Two year,No,Mailed check,62.03,4348.29,No
CUS-00772,Male,0,No,No,47,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,79.49,1182.96,No
CUS-00773,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,22.13,6086.85,Yes
CUS-00774,Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,One year,No,Credit card,63.57,621.58,No
CUS-00775,Male,0,Yes,Yes,7,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer,79.11,6514.86,Yes
CUS-00776,Male,0,No,No,0,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card,18.39,4710.95,Yes
CUS-00777,Female,0,No,No,69,Yes,No phone service,DSL,No internet service,No,Month-to-month,No,Mailed check,58.09,2411.1,Yes
CUS-00778,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,71.95,7420.61,No
CUS-00779,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,55.42,8480.47,Yes
CUS-00780,Male,0,Yes,Yes,49,Yes,No phone service,No,Yes,No,Month-to-month,No,Bank transfer,54.6,2200.82,No
CUS-00781,Male,0,Yes,No,23,Yes,No phone service,No,No,No internet service,One year,Yes,Electronic check,104.7,6937.2,Yes
CUS-00782,Female,0,No,No,46,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,115.41,6455.93,No
CUS-00783,Female,0,Yes,Yes,17,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Credit card,27.76,6430.39,No
CUS-00784,Female,0,Yes,Yes,27,Yes,Yes,No,Yes,No,One year,Yes,Credit card,109.98,8233.0,Yes
CUS-00785,Male,0,No,Yes,4,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,56.25,4194.15,No
CUS-00786,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer,42.02,5803.71,No
CUS-00787,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Credit card,33.11,7088.52,No
CUS-00788,Female,0,No,No,45,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,93.5,4133.38,No
CUS-00789,Male,0,No,No,68,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Credit card,91.07,4149.64,No
CUS-00790,Female,0,No,Yes,30,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,27.57,2752.7,No
CUS-00791,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,114.91,6719.05,No
CUS-00792,Male,0,Yes,No,55,No,No phone service,Fiber optic,Yes,No,One year,Yes,Mailed check,25.32,5906.93,No
CUS-00793,Female,0,Yes,No,27,No,No phone service,DSL,No,No,Two year,Yes,Electronic check,68.19,3889.68,No
CUS-00794,Male,0,No,No,15,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card,83.18,3616.75,No
CUS-00795,Male,0,Yes,No,53,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,107.71,640.96,Yes
CUS-00796,Male,0,Yes,No,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,45.23,73.79,Yes
CUS-00797,Male,0,No,No,11,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Mailed check,45.02,4556.97,No
CUS-00798,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Bank transfer,96.91,3600.92,No
CUS-00799,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,One year,Yes,Mailed check,59.51,6849.59,No
CUS-00800,Male,0,Yes,No,52,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Bank transfer,38.78,4675.06,Yes
CUS-00801,Female,1,Yes,No,63,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Electronic check,20.15,8056.81,No
