Id,Neighborhood,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,GarageArea,LotArea,SaleType,SalePrice
238,Waterfront,6,5,1984,Fa,439.40482547109707,2952.9008222957564,4,2,1,340.0,7204.607112971273,WD,604735
239,Historic,4,9,2008,Gd,1544.5463771499578,1103.38368011932,4,2,2,463.0,7808.037092258103,New,173468
240,Suburbs,2,1,1929,TA,798.2438476095513,1132.3437236177595,3,1,3,1194.0,7146.046940220375,WD,153096
241,Waterfront,2,4,2017,TA,1185.1437702092087,1580.381890842296,3,2,0,0.0,8825.281341993403,WD,269385
242,Suburbs,8,3,1988,Gd,1066.1564693480125,1795.6173957588321,1,2,1,308.0,9543.427779107104,WD,257649
243,Downtown,10,3,1980,TA,1283.327191173833,1239.848189880095,6,2,1,264.0,7975.214146865748,WD,252442
244,Suburbs,1,2,2001,Ex,1059.054699885505,2868.2310464279935,4,1,1,214.0,5844.605885830568,New,398738
245,Suburbs,10,5,2015,Fa,,2051.15064819091,3,3,0,0.0,11116.399664167793,WD,277955
246,Suburbs,8,7,2008,Ex,406.89328749522065,1128.6474921154522,2,2,1,387.0,7533.438043639681,WD,193407
247,Historic,2,1,1921,Fa,1013.9970345737448,1459.9651537872735,4,2,1,302.0,12269.748438613593,WD,206698
248,Rural,5,7,1950,Gd,1009.4686544025689,2025.668661645965,5,2,1,394.0,4860.522075737834,WD,190570
249,Downtown,2,2,1951,Gd,623.2709212565385,1633.288476438114,4,2,1,269.0,6516.7480863756455,WD,240919
250,Suburbs,1,9,1940,TA,172.52803938304135,1208.029457460911,2,2,2,569.0,3818.050609883925,WD,180523
251,Suburbs,4,5,2001,TA,1097.9444703926456,2493.6681438204714,3,2,2,456.0,10126.01199707256,WD,307714
252,Waterfront,2,2,1928,TA,1489.7078095450506,3079.5756949449215,4,3,3,609.0,9247.634835317502,WD,698235
253,Suburbs,8,2,2006,Gd,292.19766723786006,1762.828410212138,3,2,1,352.0,9666.5291742384,WD,233505
254,Suburbs,1,5,1957,Gd,932.6652703655828,2088.1845288110117,4,2,1,267.0,6903.364883100989,WD,298443
255,Downtown,9,3,2006,TA,106.61119661652151,2664.5612320583164,3,2,0,0.0,10322.113295252384,WD,409386
256,Waterfront,6,5,1935,Fa,1259.9470746754419,1298.2315552008708,2,3,2,557.0,9667.057817504026,WD,248867
257,Waterfront,3,3,1975,Gd,1473.670198517793,3047.9753100551143,4,2,2,767.0,6370.110083728245,New,710202
258,Suburbs,8,3,1934,Gd,960.9369642928801,965.0358775668991,3,2,1,374.0,13747.644584054866,WD,125284
259,Rural,8,3,1943,Gd,1249.8998304547886,2108.1139883318606,2,3,2,721.0,8097.387615692292,WD,179820
260,Downtown,3,7,1971,TA,1025.4248324298828,1286.824050968302,5,4,1,355.0,8592.0062010457,WD,199039
261,Suburbs,8,2,1957,Gd,611.7843995163724,962.919608455992,4,2,1,325.0,10649.097528643744,WD,144958
262,Suburbs,1,7,1999,TA,,1348.803173111836,4,2,2,743.0,5730.957571973831,WD,187129
263,Downtown,9,2,1962,TA,989.0759457821097,1517.5619876785213,3,1,3,1102.0,7961.686004535762,WD,261064
264,Rural,3,6,2004,TA,941.8703247308515,1374.4080662870874,4,2,3,681.0,5945.060325487454,WD,170732
265,Downtown,10,6,1945,Gd,1148.5574273425077,2477.1079086268123,4,2,0,0.0,4341.423582875101,WD,356219
266,Waterfront,10,3,1977,TA,1053.0212389220217,1817.9570881113862,2,2,3,1091.0,9617.718673361991,WD,483953
267,Downtown,7,9,1964,Fa,922.3332003934737,2277.420408297055,4,2,1,344.0,1000.0,WD,390010
268,Suburbs,8,9,1954,TA,743.4783149950091,2275.8389087825453,4,1,2,367.0,3391.3757359212195,WD,282975
269,Historic,3,7,1964,TA,1199.879632133904,1702.973685438866,2,4,1,316.0,10254.674745361852,WD,246799
270,Downtown,2,2,1945,TA,1172.0953175331767,943.1855230697214,3,2,2,485.0,3445.657694281971,WD,202724
271,Waterfront,5,5,2019,TA,1070.7881801593971,2382.2870216813717,2,2,2,700.0,6187.696661087566,WD,489055
272,Rural,8,9,1986,TA,668.2023072748045,1210.2681743628482,3,2,2,686.0,8777.929666244827,WD,110756
273,Suburbs,2,7,1945,Gd,547.5337650376075,2877.697815908775,4,2,1,204.0,9514.521493074386,WD,384968
274,Historic,5,2,1926,Gd,1270.2899543914054,2513.169821642471,1,2,2,507.0,9532.21818901708,WD,327339
275,Historic,2,2,1942,TA,643.2582339202401,1786.6864450198846,3,1,2,756.0,10030.36230723302,New,245667
276,Rural,8,5,1974,TA,864.9773713715517,400.0,4,3,2,573.0,4810.923654882554,WD,77961
277,Waterfront,2,7,1938,TA,377.7736958342184,2013.4992538715514,3,2,1,292.0,9523.977197303364,WD,398084
278,Downtown,7,6,1932,Fa,,3194.883888119837,4,2,0,0.0,6580.520130621695,WD,478827
279,Suburbs,10,2,2006,Gd,504.13900989139574,1654.382623425944,2,1,2,438.0,1000.0,WD,280734
280,Historic,3,7,1984,Fa,483.4658516757155,1351.1048048290186,3,2,2,389.0,12926.646557959586,WD,259979
281,Downtown,10,3,1925,Ex,604.305313049543,1801.0030136529558,4,3,2,395.0,6659.86475012884,COD,327215
282,Suburbs,5,7,1991,TA,1171.6110010143725,2141.0863633885115,3,2,3,656.0,8002.284531724705,WD,344649
283,Historic,5,3,2021,Fa,913.5338384301915,2446.173114558054,4,2,1,183.0,5581.806551576531,WD,401305
284,Suburbs,4,2,2011,Gd,746.5000044311782,1651.4844221621713,4,2,0,,9571.677683361426,WD,247959
285,Downtown,6,8,2011,Fa,,1219.246110922331,4,1,2,551.0,6746.660236076557,New,240710
286,Historic,1,7,1999,Fa,1208.8739793149944,3092.5293636607867,3,2,2,540.0,5713.295479171571,New,445222
287,Suburbs,8,6,2015,TA,,605.2070069399513,4,2,1,309.0,15561.433097622483,New,133118
288,Downtown,1,4,1942,TA,650.6526463506602,2494.0081832821684,3,2,1,368.0,1000.0,COD,331577
289,Waterfront,1,6,1981,Gd,208.81065589973775,2240.769748377609,3,2,2,652.0,6410.3866649671345,WD,468938
290,Rural,7,3,1925,Ex,808.7962907102977,2417.0590733546546,2,2,3,681.0,8574.871524873352,WD,229595
291,Suburbs,6,8,1990,Ex,1414.538003484666,1314.2291574705346,4,2,2,688.0,4400.98989672787,WD,224358
292,Suburbs,6,2,1990,TA,1099.514374675538,1086.5571437535618,3,3,3,632.0,5725.107956518786,WD,177482
293,Waterfront,8,5,1980,TA,906.5500078423692,1904.236380666428,4,4,2,737.0,8719.286524316625,WD,472612
294,Suburbs,3,2,1928,Gd,811.268150353996,1208.9634057109006,2,1,1,341.0,1000.0,WD,143618
295,Suburbs,5,3,2009,Gd,1127.9975274844896,1116.6598692452387,3,1,1,386.0,12422.62193656938,WD,117668
296,Historic,8,9,2002,TA,322.32402007692133,1409.1691414911613,4,1,1,373.0,8539.100606061653,WD,251496
297,Suburbs,4,2,2010,TA,951.8372185079675,1775.4474882056395,2,2,2,542.0,8429.73905944168,WD,234433
298,Historic,7,5,1960,Gd,1067.443522824445,2314.717407890809,2,2,1,377.0,7915.300190984668,WD,280616
299,Downtown,4,6,1996,TA,490.4223299512329,1050.1959222335204,4,2,3,1074.0,6212.75013666349,WD,245551
300,Suburbs,9,6,2004,TA,644.9150375238883,3080.5146399967025,2,1,2,557.0,7066.466841809553,WD,354240
301,Suburbs,1,1,1947,TA,1786.9204846448838,400.0,4,2,0,0.0,8305.12552297982,WD,57346
302,Waterfront,7,8,1923,Gd,1211.080788629551,2323.549045151427,2,2,1,217.0,6319.735444647606,WD,449062
303,Historic,10,7,1991,Ex,318.1179260053582,2572.144717559175,4,1,3,893.0,6839.485136095027,WD,429399
304,Waterfront,9,5,1952,TA,699.8846292918023,2677.0869123558964,3,1,2,384.0,9224.901608201975,New,494797
305,Suburbs,5,9,1934,TA,988.3913463641192,1647.253419402487,4,2,3,811.0,3708.248825618488,WD,249758
306,Suburbs,10,8,1976,TA,1923.3156648042616,1510.7254471821834,4,2,3,955.0,9677.641976540235,WD,264572
307,Downtown,4,6,1926,TA,1356.0022255998324,3104.732551729817,3,1,3,954.0,15056.458755307785,WD,465082
308,Rural,9,2,1989,Gd,1435.9874060247107,481.80357209151,5,1,3,784.0,14042.908023832239,WD,81869
309,Waterfront,7,1,1969,Gd,1159.1575238603534,1390.772931972256,3,3,2,399.0,8884.345106620352,WD,347987
310,Historic,2,5,1999,Gd,606.1902618485278,1098.8843301905695,5,2,2,642.0,4252.0237875577495,New,220406
311,Suburbs,9,2,1983,Gd,1638.001202206171,2457.9368815239386,3,1,3,596.0,12149.26791322904,New,328825
312,Suburbs,5,7,1985,Fa,1341.76522203277,1807.0148264821878,3,3,2,463.0,7428.69741273534,WD,260358
313,Historic,3,6,2008,Gd,1510.1527831105413,728.5366258916674,3,2,2,713.0,12268.133021978327,WD,176421
314,Historic,7,2,1970,TA,1680.3779585102734,1216.402078212027,3,2,2,,5709.212246238458,WD,164825
315,Downtown,2,6,1938,TA,1622.2791863337663,1506.0740243517976,4,3,2,800.0,6237.466060825381,WD,244223
316,Suburbs,9,1,1971,Ex,993.5229039750452,2186.6076601842133,3,2,1,349.0,9444.0741290948,WD,328194
317,Downtown,10,9,2020,TA,1109.2862704236602,779.4933722817038,2,3,1,,5939.880839940417,WD,128264
318,Waterfront,1,1,1988,TA,1077.1519918975039,3032.5861275992165,2,2,1,,13631.50898653187,COD,599360
319,Rural,10,1,1978,Gd,1371.4118629184334,1993.95532675348,3,2,3,823.0,9691.016729582805,WD,234645
320,Rural,5,1,1977,Gd,1132.7932383014079,2222.730134071977,4,2,0,0.0,13319.860199114963,WD,183661
321,Downtown,9,4,1939,Gd,1058.0485590292562,2024.2802736003996,3,4,2,664.0,4592.863164179091,COD,305102
322,Rural,5,1,1942,Gd,957.7532860945245,2342.0602996715224,3,2,1,203.0,5381.222923715429,WD,231568
323,Suburbs,7,9,1998,TA,940.5594737442246,400.0,4,2,2,775.0,16172.25299391759,WD,71178
324,Historic,2,3,1928,Gd,1120.4017005478238,2849.5430435191643,3,2,1,266.0,3177.6497846648745,WD,393484
325,Historic,6,6,1926,Ex,1519.3889564679057,2706.586022028914,4,1,1,187.0,12077.9114471227,WD,359962
326,Downtown,1,9,2020,Fa,619.1964757566966,2154.8138916181774,1,1,1,362.0,8600.60000671104,New,287391
327,Rural,1,8,1922,TA,1029.1055828474316,3158.674373184361,2,2,2,515.0,6726.082540004064,WD,260084
328,Suburbs,8,6,2007,Ex,1138.0968867456081,1125.9896684905852,2,3,1,327.0,10987.096739380806,COD,109715
329,Rural,1,4,2004,TA,1662.4721648714467,1173.6777257054941,1,3,2,740.0,12880.829320784662,WD,131216
330,Downtown,5,5,2013,TA,827.1111067869407,1712.2454740366645,2,1,3,,8215.49275764323,COD,304754
331,Suburbs,3,3,1937,Gd,688.0937003393516,1301.46243174384,6,2,2,367.0,8851.447978138252,WD,177516
332,Downtown,5,7,1977,TA,1603.9058563972135,1870.5910334315422,3,3,3,633.0,8501.595384399914,WD,338781
333,Suburbs,3,5,1999,Gd,1203.8466303884288,2594.465891298778,3,3,0,0.0,7777.411797576367,WD,329910
334,Rural,6,6,2000,Gd,830.9369036896642,2027.4863402336787,5,1,1,295.0,2999.9171631736826,COD,229862
335,Historic,1,2,1968,Fa,1422.2344682865782,2018.259507061955,4,2,2,783.0,5389.400279720753,WD,323770
336,Suburbs,8,7,1946,Ex,249.36705184307812,1019.2120559376309,3,2,1,300.0,11732.493419563565,WD,148181
337,Historic,1,4,1993,TA,978.5921590297942,1749.3189234198715,4,2,1,369.0,6429.758613510236,WD,305588
338,Waterfront,7,7,1981,Ex,1117.6541126616953,1702.311239309084,2,2,2,448.0,4905.8249136038985,WD,379427
339,Rural,3,1,1939,TA,1235.8994590591847,1595.039517978217,4,2,2,753.0,6934.677225557684,WD,168811
340,Historic,8,1,1966,Ex,669.5826149695528,2586.265481721799,1,2,1,337.0,7258.926163992945,WD,348473
341,Suburbs,7,2,1940,Ex,662.827121831848,2072.8793150241618,3,1,1,389.0,3707.026647136634,WD,289695
342,Historic,5,3,1998,TA,1616.1515150968767,1096.5693584231035,4,3,3,1116.0,7506.503888537841,WD,260421
343,Downtown,1,4,1930,TA,1006.4582503019352,1802.5249305218583,3,2,1,367.0,8278.30534631816,WD,244410
344,Suburbs,9,2,1929,TA,1063.747705319561,2456.4341463418086,3,3,2,392.0,5844.325121964674,New,312762
345,Suburbs,3,3,1933,Gd,708.5997073816445,2027.4369900673037,4,3,2,657.0,8959.783131942,WD,329244
346,Waterfront,7,5,1976,Ex,633.095031719489,2018.5776982163075,4,2,2,495.0,16362.595701912636,WD,438771
347,Suburbs,5,4,1967,TA,772.9957977956185,1211.327963297621,2,2,2,474.0,7067.253028639059,WD,112782
348,Historic,2,8,1992,Gd,1478.2121852174505,2455.1163406000173,5,2,3,839.0,4311.306679929341,WD,361642
349,Downtown,7,7,1949,Gd,751.1347451005597,987.5436126689899,3,2,1,371.0,11159.261466486983,WD,139091
350,Rural,10,5,1934,Gd,905.4017895835734,1726.195304474054,3,3,1,200.0,10910.33656448472,WD,138115
351,Downtown,7,9,2000,Fa,1645.0307919477123,1961.6533594321172,4,2,2,767.0,11455.014348682529,WD,369894
352,Historic,9,2,1973,TA,1854.637582174203,2228.995283482754,4,1,2,738.0,9051.662686753794,WD,368652
353,Suburbs,3,1,2015,Gd,413.34378483503735,1818.609193877615,3,2,1,242.0,6243.98593456916,WD,231153
354,Waterfront,3,5,1952,TA,149.75972031471815,1719.548065627736,5,2,0,0.0,8467.052894205442,WD,361438
355,Rural,6,2,1935,TA,714.976302113017,812.3871708144178,4,1,1,191.0,6286.842619402558,WD,58678
356,Historic,7,4,2002,Gd,608.7934685204931,1596.7795062422763,3,4,1,341.0,12034.29767791461,WD,264814
357,Historic,3,3,1970,Ex,1190.8453233591702,2445.100833344105,4,2,0,0.0,11002.200145641602,WD,360327
358,Historic,7,2,1985,TA,994.5677059385459,2225.9301836534523,3,3,2,490.0,3254.4256764193888,WD,302771
359,Rural,4,6,1976,TA,,1716.0913725274702,3,2,2,535.0,6669.592116755051,WD,199595
360,Suburbs,10,6,1923,Gd,1350.9322697374882,2390.728699348394,6,2,2,539.0,10509.559345425867,WD,316611
361,Suburbs,3,5,1924,Gd,,2152.3104068451075,1,3,1,356.0,4322.218067099524,WD,237640
362,Rural,10,5,1957,TA,752.7629290583623,3330.694014080057,5,2,3,867.0,8080.22943295946,WD,326707
363,Rural,6,9,1927,TA,953.4073109708663,1495.0980127533248,4,2,2,384.0,2723.54682071544,New,145785
364,Historic,4,7,1977,Fa,1412.8433167094054,1671.4544892353092,3,2,1,312.0,6793.975148552625,WD,209470
365,Suburbs,4,6,1943,Gd,,1470.946724316018,4,1,2,495.0,7901.960213540781,WD,166577
366,Suburbs,9,4,1950,TA,1164.485225922598,1843.9646529117263,3,2,0,0.0,4478.6223597408425,WD,235824
367,Suburbs,3,5,1940,Ex,869.7740207966528,1321.7981697281207,3,2,2,451.0,8387.555233481868,WD,210292
368,Rural,1,1,1997,TA,982.7598186812797,1838.5227146504742,4,1,2,409.0,9576.208156937484,WD,189878
369,Waterfront,10,2,1990,Gd,882.7892704292242,2308.264782193579,3,1,2,473.0,5223.17778862532,WD,510108
370,Suburbs,5,3,1986,Gd,907.9872498294468,2932.250306867578,3,2,0,0.0,10166.248139542291,WD,333161
371,Suburbs,1,1,1945,TA,1030.2139742588545,2158.9271742038977,1,2,2,744.0,11082.612014746861,WD,240584
372,Suburbs,8,2,1947,Gd,1578.528901315454,2986.953624656555,4,2,0,0.0,7405.077664516772,COD,373770
373,Suburbs,8,8,2002,TA,1165.6969076271837,1289.3911046531334,3,2,2,375.0,2651.9422950437365,WD,172863
374,Historic,7,5,1932,TA,917.7913265136755,2738.3183925119674,3,2,2,756.0,6075.465675780564,WD,401691
375,Historic,1,5,1978,TA,1217.775330076323,1750.6040143093144,3,3,2,519.0,8830.15494143432,WD,246495
376,Suburbs,9,9,1972,Gd,1072.8753225543378,400.0,4,2,3,968.0,4535.458581819942,WD,140868
377,Suburbs,4,4,1984,TA,1234.912810117066,400.0,2,2,1,316.0,7518.061537284697,WD,97882
378,Suburbs,6,5,2022,Fa,842.4652438329842,1842.728349311436,1,2,2,436.0,5427.725609201804,WD,298300
379,Rural,1,7,1957,Gd,1196.7627618868928,760.138175378645,3,2,2,436.0,7949.192434950114,COD,101632
380,Downtown,10,6,1928,Gd,1204.014484792414,1784.13267374675,4,2,0,0.0,7327.793369572679,New,213390
381,Suburbs,2,4,2004,Fa,432.238461416026,1927.279653802949,2,2,2,478.0,7861.334991794143,WD,275965
382,Downtown,2,7,1984,Fa,845.9469021885362,1840.8501032344034,3,2,2,523.0,9453.543752898611,WD,316772
383,Downtown,6,2,1991,TA,931.5454428011753,1395.7442251334487,4,2,2,560.0,7173.7701448944645,WD,248122
384,Waterfront,1,3,1941,Ex,869.7440695972945,3486.6838046939456,3,2,1,259.0,12975.39200441345,New,666946
385,Suburbs,4,2,1945,TA,588.520207866817,1990.8033087603121,3,2,3,929.0,12225.654314951244,WD,266658
386,Waterfront,1,9,1982,TA,11.338469361680268,2286.531553222896,3,1,2,429.0,9332.759314012626,WD,452825
387,Suburbs,10,8,2011,TA,1411.2624150166616,2419.849651947012,2,2,1,385.0,9441.811422803012,WD,311390
388,Rural,2,4,2000,Fa,133.48641214509428,757.1686870329083,5,2,2,728.0,6340.361402281091,WD,93038
389,Suburbs,4,9,1980,Gd,1791.4313387180177,2379.6639639706727,2,4,1,191.0,9112.677419466985,WD,267861
390,Suburbs,9,3,1976,Gd,905.4365277091241,2325.6883511567366,4,2,2,,9620.131775169297,WD,302359
391,Historic,1,7,1940,TA,733.0615120878608,1437.5342972070307,3,2,2,718.0,9676.480586856986,WD,199814
392,Rural,9,6,2011,Ex,379.9595561913136,2133.7770863782835,4,2,1,258.0,11141.553287771629,WD,221464
393,Downtown,8,5,2001,TA,336.0504389408013,2122.3731342612987,4,3,2,546.0,9211.332138165484,WD,383241
394,Suburbs,4,2,1952,TA,643.3207789828314,2333.2096758991433,3,2,3,1197.0,8958.939747880157,WD,264529
395,Downtown,1,1,2012,Gd,1076.2794209038166,2730.6059513052596,2,2,1,346.0,11817.942976033184,WD,452231
396,Suburbs,4,3,2014,Gd,1564.8958386471115,2213.4400505972067,1,2,1,241.0,8298.89832460789,WD,337798
397,Rural,5,9,1931,Gd,380.3311081772076,1340.2960794608339,3,2,3,913.0,6196.7567059333205,WD,187281
398,Downtown,8,5,1978,TA,1143.6214770196007,1471.6701734333592,2,2,0,0.0,9712.225361533956,WD,178229
399,Downtown,9,5,1965,Gd,259.66316811314573,1719.9244943235026,5,2,2,483.0,9980.513305148219,WD,295640
400,Downtown,10,2,2002,Gd,637.6470659783562,1288.8446613526905,2,2,2,394.0,6883.253134043485,New,208881
401,Waterfront,7,3,2016,TA,,1125.7390679185023,3,3,0,0.0,6881.476555273998,WD,250692
402,Downtown,5,2,2013,TA,593.1899166782716,1810.8072609871604,4,2,2,748.0,8394.449550298254,New,394014
403,Waterfront,10,7,1925,Gd,1617.4342146329136,755.8406947294443,3,1,2,566.0,11828.873354770818,WD,148900
404,Downtown,6,3,1939,TA,1301.9225000319557,1358.20601887779,3,1,1,311.0,6513.109613988065,WD,170946
405,Waterfront,8,5,1952,Fa,,1928.3519934525298,3,1,1,189.0,3836.483909855786,WD,437838
406,Suburbs,2,1,1948,Gd,776.8017760654554,2480.6039410753947,3,1,0,0.0,3590.659540489847,WD,312129
407,Downtown,9,4,1972,Ex,653.3984740083281,1758.226617084835,3,2,2,705.0,4107.922824296424,WD,285388
408,Rural,5,6,1978,TA,817.2832673668426,884.2841911940006,3,2,0,0.0,4445.7057846420885,WD,91441
409,Historic,10,4,1973,Fa,1099.965045301378,1756.1832763511593,4,1,0,0.0,6418.239826682837,WD,301129
410,Rural,7,7,1972,Ex,1099.7463651071953,1405.8795007586061,3,2,1,360.0,6441.199570383909,WD,142899
411,Suburbs,2,6,1954,TA,672.4434200372805,1831.9331253729051,3,1,2,594.0,9486.544028508164,COD,244387
412,Suburbs,10,5,1945,Gd,709.4978168694488,2453.1648130038493,4,1,2,470.0,11783.489985387903,WD,300270
413,Suburbs,8,6,1942,TA,380.9486661288428,1733.0363410401765,2,2,2,428.0,10656.040173785057,WD,226924
414,Historic,10,3,1956,Gd,1911.8029160384383,1931.224588271001,5,1,1,218.0,5870.113448449265,WD,268595
415,Waterfront,10,2,1946,TA,640.9563277563029,2326.028638327204,3,1,1,272.0,6209.8688891253205,WD,446915
416,Suburbs,2,9,1967,Ex,326.2016833077946,2464.957456733885,5,1,2,745.0,15438.944756401532,WD,348485
417,Historic,5,1,1967,Ex,4.922893975714032,1377.0075042672565,6,3,2,,3459.987764185733,WD,255275
418,Suburbs,4,3,1942,TA,731.3838324544251,2134.762100047319,3,2,2,646.0,10743.094275138134,WD,280690
419,Historic,6,7,1957,Gd,1162.4048680749302,1727.5324748686814,2,2,1,211.0,5434.245328763483,WD,286074
420,Rural,9,5,1969,Fa,958.0688557045837,1486.3451900127811,5,2,0,0.0,10345.719182911058,COD,158885
421,Rural,7,2,1949,Gd,924.3934418446411,400.0,4,2,2,541.0,11553.290212850596,WD,51063
422,Suburbs,4,9,1970,TA,1291.8473107112507,2768.598257741237,2,2,1,216.0,8585.813909526843,WD,366336
423,Historic,8,7,1937,Fa,1233.4235097716553,3760.5631873602642,2,2,3,668.0,11227.344834307805,WD,555720
424,Historic,9,3,1969,Gd,640.6346763630909,1329.033303134741,6,2,0,0.0,17953.06924412906,WD,193014
425,Suburbs,5,5,1983,Fa,1104.242384463034,2153.890950065634,3,2,2,387.0,3949.27753798942,WD,319592
426,Waterfront,9,1,2013,Gd,1027.7404454040225,1501.250711120938,3,2,3,1069.0,11219.254683952064,WD,370966
427,Downtown,7,9,2002,TA,763.0191145011854,2348.9526083756978,4,3,2,599.0,11519.155591566388,WD,400307
428,Suburbs,8,1,1983,Ex,1571.673010932576,1837.7455219807805,4,1,2,539.0,3701.0280705547993,WD,243456
429,Historic,5,5,1961,Gd,689.1386934157765,2818.6475779213806,1,3,0,0.0,9106.27930853698,WD,289054
430,Suburbs,1,9,1962,Ex,769.2863555789032,2005.1525721073126,2,2,2,360.0,7548.092256310875,WD,287454
431,Suburbs,2,7,1920,Ex,809.6326804662093,400.0,4,3,2,,9958.367582677467,New,55439
432,Suburbs,8,9,1964,Fa,1370.6748195700075,400.0,4,2,2,695.0,8712.603701119337,WD,91338
433,Suburbs,2,6,1987,TA,,1615.6396302983044,6,1,1,341.0,10572.789225446286,WD,251711
434,Waterfront,6,6,2000,Gd,1540.182012957267,400.0,1,1,3,655.0,5393.98765511861,WD,169408
435,Suburbs,1,9,1956,TA,1309.7065825694895,1901.3540838102115,2,1,2,,14523.216691734235,WD,222465
436,Historic,5,1,1989,TA,,1901.2418144435173,3,2,2,388.0,8654.25445271934,WD,277489
437,Historic,9,3,1950,Fa,1384.591747439057,1093.0951818657313,4,2,1,298.0,12933.306443064983,WD,177967
438,Rural,1,9,1957,Gd,1150.0922443246966,2211.903399128766,3,2,2,640.0,9413.436892419335,WD,238150
439,Suburbs,10,3,1941,TA,950.4710084511279,1988.9306955064662,3,1,1,400.0,12001.996469841202,WD,267001
440,Suburbs,5,4,2004,Ex,814.3348696083594,1934.0736339612515,1,2,1,295.0,8128.911678849369,WD,221438
441,Rural,1,4,2005,TA,931.2731614307373,2533.5999597516675,1,2,2,506.0,11708.276550292054,WD,258146
442,Waterfront,4,2,1964,TA,809.319791683918,2043.444780926062,2,3,2,659.0,5046.884110247443,WD,414654
443,Suburbs,4,1,1954,TA,1166.1029847112632,1096.1439284246103,2,1,2,643.0,11108.810238257829,WD,170247
444,Historic,10,4,2012,TA,914.9446527219977,1578.4736343096877,4,2,3,555.0,5851.534609791583,WD,288472
445,Suburbs,4,8,1943,Gd,1195.3720118350989,1304.8126832043629,3,1,3,622.0,7511.149146137641,WD,175324
446,Historic,7,3,1981,Gd,1202.8829238621638,400.0,4,1,3,997.0,4785.205335126444,WD,154980
447,Rural,9,5,1936,Gd,1002.982440196331,2490.7925111569393,2,1,2,396.0,6053.176850625618,WD,243504
448,Suburbs,8,9,2019,TA,819.5010788610314,2654.039940790469,1,3,1,357.0,7123.410096940806,WD,349135
449,Suburbs,5,8,1964,Fa,636.7472600311887,2136.0534812515416,6,2,2,759.0,9842.405391572813,WD,312721
450,Downtown,9,8,1983,Gd,956.8346674572703,1290.6153690349142,4,2,2,448.0,9098.404733818166,WD,248599
451,Historic,9,7,1969,Gd,1117.3783018564852,1280.2218937409998,4,2,1,291.0,6883.529325636136,WD,194315
452,Waterfront,6,9,1942,Ex,454.0513528454278,2089.108091665284,4,2,2,498.0,9789.72251334867,WD,530624
453,Rural,5,5,1993,Gd,288.8903572135341,1436.2186820319332,2,3,2,589.0,9455.230127876715,COD,145347
454,Historic,2,8,2012,TA,951.0375018201735,2536.2632313700055,1,2,0,0.0,6992.285834727037,WD,334174
455,Historic,9,6,2020,TA,641.9466220495788,3164.4594436067086,4,2,3,548.0,6841.6149331453025,WD,486174
456,Historic,10,1,1946,Gd,1403.666816098684,1589.1697287671718,4,1,1,377.0,6983.283912368093,New,277428
457,Suburbs,1,4,1939,TA,1521.9619962415093,2931.59013525207,3,2,1,,14109.841659070455,WD,356861
458,Suburbs,8,4,1931,TA,,2525.0760371567167,4,2,1,222.0,6106.374720187652,WD,348543
459,Rural,3,1,1957,Gd,318.94015034654535,1558.2498471228753,5,2,2,374.0,11314.685886502662,WD,170397
460,Suburbs,5,8,1977,Gd,1230.260869841494,1360.4928494230771,3,1,2,797.0,5752.757486472294,WD,211218
461,Suburbs,5,8,1989,TA,1081.5038565059888,2140.9737538087343,4,2,0,0.0,6718.923238684885,WD,326815
462,Suburbs,7,7,1973,TA,1157.4616900442072,1736.2272442035417,4,2,2,561.0,9443.628092719056,WD,229739
463,Downtown,4,2,2009,Fa,1306.9312539925484,1941.2097024091242,2,3,2,,10048.416188271634,WD,353459
464,Rural,1,7,2007,TA,832.6151701709769,2949.0477868442686,3,3,2,561.0,9022.193654210798,WD,270178
465,Downtown,1,3,1985,Gd,921.1788143440173,1318.6775574706373,3,1,2,663.0,10129.671899033025,New,221836
466,Suburbs,4,6,1987,TA,1324.986108167449,1237.3185108038592,2,2,2,781.0,9945.19343148562,WD,170841
467,Suburbs,2,5,2013,TA,1178.4370059908601,1969.4164746376143,3,2,2,671.0,9888.101903965675,WD,279666
468,Rural,2,9,1921,Fa,1818.7717635637046,1635.2317267140108,3,3,3,698.0,6437.2706882796665,WD,158910
469,Historic,2,1,1981,Gd,1117.4398642135675,1903.012550928166,3,2,3,1156.0,7069.589008087986,WD,313082
470,Rural,4,5,1980,Gd,1102.660087027785,1822.3413818093866,2,2,1,,8015.266810843167,COD,168602
471,Suburbs,1,9,1951,Gd,1352.5476848760813,1122.5641466244292,3,2,3,1147.0,11389.457355644696,WD,165330
472,Downtown,5,1,1925,Ex,1826.3685484786115,1327.1214018474964,4,1,1,392.0,10061.566674280382,WD,198215
473,Suburbs,8,7,1977,Gd,1285.9227685852934,1660.3181769087491,3,2,2,400.0,8321.530643334878,WD,223259
474,Suburbs,2,4,1984,Fa,885.2051717346226,1525.3408452537003,3,2,1,192.0,8546.76931436866,COD,213161
475,Historic,1,8,2006,TA,735.5611499165682,1674.436516193232,2,2,2,729.0,4804.807047344688,WD,258194
476,Historic,5,7,1948,Gd,1064.8991347888518,1911.2170057764843,3,3,2,371.0,7267.400529645896,WD,291343
477,Historic,2,8,1927,Gd,560.0330567020881,1713.6266178542091,5,1,3,1071.0,6511.8345924152445,WD,295955
